LTE,262,1,4012,27669249,0,9.051363,51.481565,1000,3,1,1375340673,1540116863,0
LTE,262,1,4012,27671296,0,8.70236,51.800299,1000,2,1,1382976408,1537426245,0
LTE,262,1,4012,27671297,0,8.706932,51.767287,9082,9,1,1382976408,1537426104,0
LTE,262,1,4012,28260352,0,8.711586,51.688011,8751,5,1,1382976408,1540118301,0
LTE,262,1,4012,28529665,0,8.717834,51.651029,4623,3,1,1382976408,1540118076,0
LTE,262,1,4012,26292993,0,9.483507,51.284144,1951,10,1,1382976409,1506092959,0
LTE,262,1,4012,27673600,0,8.696785,51.724745,12947,4,1,1383157899,1540118488,0
LTE,262,1,4012,28253952,0,9.990545,51.706039,1891,89,1,1458838189,1518677995,0
LTE,262,1,4012,26268161,0,10.150743,52.102162,7282,99,1,1370906969,1535187416,0
LTE,262,1,4012,29743616,0,8.692087,51.792863,20484,8,1,1391723653,1540118663,0
LTE,262,1,4012,27668481,0,10.182834,51.873983,3434,66,1,1407011532,1520079086,0
LTE,262,1,4012,27668482,0,10.137119,51.874814,3211,325,1,1407011532,1525536729,0
LTE,262,1,4012,27668480,0,10.179687,51.893323,1000,311,1,1407011532,1491716125,0
LTE,262,1,4012,27691265,0,10.20141,51.884638,1224,50,1,1407011532,1491518671,0
LTE,262,1,4012,27686657,0,10.172345,51.852641,3227,9,1,1407011532,1517415723,0
LTE,262,1,4012,29356800,0,10.205048,51.924073,5062,68,1,1407011532,1491858202,0
LTE,262,1,4012,26011904,0,10.269534,51.964393,3506,158,1,1407011532,1538836884,0
LTE,262,1,4012,25626368,0,10.058782,51.972248,9649,25,1,1407011532,1519821422,0
LTE,262,1,4012,26268162,0,10.109528,52.11795,4059,121,1,1413712859,1535187343,0
LTE,262,1,4012,27680513,0,10.143063,51.92168,21961,46,1,1413712865,1530129275,0
LTE,262,1,4012,29505536,0,10.062893,52.123407,1000,23,1,1413712868,1535187156,0
LTE,262,1,4012,27649792,0,10.436694,52.19655,1003,3,1,1418889546,1530128056,0
LTE,262,1,4012,27649793,0,10.40781,52.193184,1100,3,1,1418889546,1530128124,0
LTE,262,1,4012,29217793,0,10.297519,52.189535,5269,2,1,1418889547,1526352531,0
LTE,262,1,4012,27589120,0,10.346765,52.144857,1000,3,1,1418889547,1530128335,0
LTE,262,1,4012,27589122,0,10.33221,52.139941,1000,3,1,1418889547,1530128342,0
LTE,262,1,4012,26696193,0,10.300856,52.135632,1000,13,1,1418889547,1529832201,0
LTE,262,1,4012,31888384,0,10.254279,52.13366,1119,3,1,1418889547,1530128474,0
LTE,262,1,4012,26696194,0,10.285351,52.12652,10701,13,1,1418889547,1529832159,0
LTE,262,1,4012,31888385,0,10.214588,52.119712,1672,11,1,1418889547,1530128547,0
LTE,262,1,4012,29762305,0,8.710982,51.662537,7769,342,1,1419015809,1540117936,0
LTE,262,1,4012,30103041,0,8.884423,51.606656,8358,57,1,1419862407,1490100913,0
LTE,262,1,4012,757950,0,8.9202117919922,51.613082885742,1000,1,1,1419835983,1419835983,0
LTE,262,1,4012,32648449,0,8.626853,51.591153,4340,149,1,1419862407,1531800224,0
LTE,262,1,4012,30103040,0,8.902982,51.631073,4784,14,1,1419862407,1486729309,0
LTE,262,1,4012,32648448,0,8.667118,51.591851,14745,96,1,1419862407,1531800161,0
LTE,262,1,4012,29629441,0,8.55423,51.596603,1000,2,1,1419862407,1453612192,0
LTE,262,1,4012,32738816,0,8.707723,51.754406,16113,3,1,1422731465,1540118666,0
LTE,262,1,4012,27661569,0,8.582241,51.525772,13191,70,1,1424006860,1540050842,0
LTE,262,1,4012,25626624,0,8.693038,51.517114,2692,476,1,1424007542,1491427217,0
LTE,262,1,4012,25644289,0,8.732086,51.538321,5128,61,1,1424007930,1485419081,0
LTE,262,1,4012,32744961,0,8.800255,51.546088,24017,271,1,1424007930,1554182166,0
LTE,262,1,4012,32738817,0,8.664593,51.859045,4000,423,1,1424009073,1540118751,0
LTE,262,1,4012,31658240,0,11.043325,52.237598,5957,4,1,1424016932,1424446122,0
LTE,262,1,4012,31658241,0,11.03737,52.227402,1733,6,1,1424016932,1424688732,0
LTE,262,1,4012,28921090,0,10.088638,51.803017,3122,69,1,1424123498,1535188797,0
