51.31126953,9.47343192,224,262,1,3080,30926083,-95,LTE,LTE,3050,312
51.31126953,9.47343192,224,262,1,3080,30926083,-98,LTE,LTE,3050,312
51.31123677,9.47385417,205,262,1,3080,30926083,-87,LTE,LTE,3050,312
51.31123677,9.47385417,205,262,1,3080,30926083,-87,LTE,LTE,3050,312
51.31145833,9.47388806,204,262,1,3080,30926083,-84,LTE,LTE,3050,312
51.31157432,9.47390629,206,262,1,3080,30926083,-80,LTE,LTE,3050,312
51.311732,9.47389738,213,262,1,3080,30926083,-78,LTE,LTE,3050,312
51.31186953,9.47387688,215,262,1,3080,30926083,-77,LTE,LTE,3050,312
51.31194768,9.4738574,215,262,1,3080,30926083,-79,LTE,LTE,3050,312
51.31202766,9.47389812,216,262,1,3080,30926083,-82,LTE,LTE,3050,312
51.3120304,9.47389843,216,262,1,3080,30926083,-78,LTE,LTE,3050,312
51.31203616,9.47389588,217,262,1,3080,30926083,-77,LTE,LTE,3050,312
51.31204666,9.47390504,217,262,1,3080,30926083,-84,LTE,LTE,3050,312
51.31216824,9.47394465,218,262,1,3080,30926083,-88,LTE,LTE,3050,312
51.31219547,9.4739475,218,262,1,3080,30926083,-86,LTE,LTE,3050,312
51.3122062,9.47394851,219,262,1,3080,30926083,-89,LTE,LTE,3050,312
51.31229578,9.47406798,218,262,1,3080,30926083,-81,LTE,LTE,3050,312
51.31230073,9.47414405,218,262,1,3080,30926083,-87,LTE,LTE,3050,312
51.31228934,9.47426148,218,262,1,3080,30926083,-81,LTE,LTE,3050,312
51.31227736,9.47448045,217,262,1,3080,30926083,-77,LTE,LTE,3050,312
51.31227055,9.47470781,216,262,1,3080,30926083,-86,LTE,LTE,3050,312
51.31226592,9.47481594,216,262,1,3080,30926083,-87,LTE,LTE,3050,312
51.3122532,9.47497539,216,262,1,3080,30926083,-90,LTE,LTE,3050,312
51.31223578,9.47517125,216,262,1,3080,30926083,-93,LTE,LTE,3050,312
51.31223418,9.47521416,215,262,1,3080,30926083,-86,LTE,LTE,3050,312
51.31222956,9.4754522,215,262,1,3080,30926083,-98,LTE,LTE,3050,312
51.31222956,9.4754522,215,262,1,3080,30926083,-98,LTE,LTE,3050,312
51.31222238,9.47566724,216,262,1,3080,26288644,-90,LTE,LTE,3050,387
51.31220711,9.4758903,217,262,1,3080,26288644,-92,LTE,LTE,3050,387
51.31220036,9.47605072,219,262,1,3080,26288644,-100,LTE,LTE,3050,387
51.31220696,9.47626764,220,262,1,3080,26288644,-101,LTE,LTE,3050,387
51.31223405,9.47638479,219,262,1,3080,30926083,-99,LTE,LTE,3050,312
51.31225316,9.47644148,219,262,1,3080,26288644,-98,LTE,LTE,3050,387
51.31230233,9.4765595,217,262,1,3080,26288644,-97,LTE,LTE,3050,387
51.31233727,9.47668703,218,262,1,3080,26288644,-96,LTE,LTE,3050,387
51.31238028,9.47682511,218,262,1,3080,26288644,-100,LTE,LTE,3050,387
51.31243984,9.47698139,220,262,1,3080,26288644,-95,LTE,LTE,3050,387
51.31248896,9.47717982,221,262,1,3080,26288644,-99,LTE,LTE,3050,387
51.3125107,9.47734378,219,262,1,3080,26288644,-96,LTE,LTE,3050,387
51.31252939,9.4775078,219,262,1,3080,26288644,-97,LTE,LTE,3050,387
51.31253635,9.47759224,218,262,1,3080,26288644,-96,LTE,LTE,3050,387
51.31255092,9.47780441,214,262,1,3080,26288644,-106,LTE,LTE,3050,387
51.31256584,9.47792147,215,262,1,3080,26288644,-107,LTE,LTE,3050,387
51.31262983,9.47811035,217,262,1,3080,26288644,-99,LTE,LTE,3050,387
51.31266736,9.47821558,219,262,1,3080,26288644,-103,LTE,LTE,3050,387
51.31270336,9.4783946,218,262,1,3080,26288644,-102,LTE,LTE,3050,387
51.31274778,9.47847148,218,262,1,3080,26288644,-101,LTE,LTE,3050,387
51.31280641,9.47855735,218,262,1,3080,26288644,-104,LTE,LTE,3050,387
51.31289099,9.47874203,218,262,1,3080,26288644,-99,LTE,LTE,3050,387
51.31295498,9.47888709,218,262,1,3080,26288644,-105,LTE,LTE,3050,387
51.31303167,9.4790373,219,262,1,3080,26288644,-100,LTE,LTE,3050,387
51.31308509,9.47916574,220,262,1,3080,26288644,-100,LTE,LTE,3050,387
51.3131285,9.47929787,221,262,1,3080,26288644,-96,LTE,LTE,3050,387
51.3131569,9.47942923,220,262,1,3080,26288644,-102,LTE,LTE,3050,387
51.31310309,9.4795615,216,262,1,3080,26288644,-110,LTE,LTE,3050,387
51.31308114,9.47957189,216,262,1,3080,26288644,-108,LTE,LTE,3050,387
51.31289249,9.47962867,220,262,1,3080,26288644,-107,LTE,LTE,3050,387
51.3127917,9.47966535,221,262,1,3080,26288644,-107,LTE,LTE,3050,387
51.31268567,9.47967985,218,262,1,3080,26288644,-110,LTE,LTE,3050,387
51.31262776,9.47968866,217,262,1,3080,26288644,-111,LTE,LTE,3050,387
51.31255752,9.47970259,216,262,1,3080,26288644,-106,LTE,LTE,3050,387
